CustomerID,purcahse_frequency,Total_spending,last_purchased,recency,next_purchase,Gap,churn
13695,12,1767.07,2011-09-02 14:09:00,7,2011-09-19 11:37:00,16.0,0
13699,1,308.58000000000004,2011-07-07 16:51:00,64,,,1
13700,8,1634.77,2011-09-08 12:05:00,1,2011-10-18 13:26:00,40.0,0
13703,1,99.5,2011-01-25 13:10:00,227,,,1
13705,2,522.68,2011-07-18 09:15:00,53,2011-12-02 12:32:00,137.0,1
13706,1,330.79,2011-02-10 09:21:00,211,,,1
13707,2,806.41,2011-03-17 18:03:00,176,,,1
13708,1,285.33,2011-03-13 13:46:00,180,,,1
13709,5,2918.81,2011-08-30 10:20:00,10,2011-10-05 14:53:00,36.0,0
13711,2,252.06,2011-05-05 10:31:00,127,,,1
13712,1,228.84,2011-04-07 12:33:00,155,,,1
13715,5,1077.39,2011-03-03 19:21:00,190,,,1
13716,1,138.28,2011-03-15 13:49:00,178,,,1
13717,4,955.99,2011-08-03 08:21:00,37,2011-10-14 14:16:00,72.0,0
13718,2,306.55,2011-04-07 13:24:00,155,,,1
13719,2,338.74,2011-05-18 12:52:00,114,2011-10-13 15:19:00,148.0,1
13720,4,799.9,2011-08-15 12:46:00,25,,,1
13722,3,2375.41,2011-07-31 12:44:00,40,,,1
13723,1,199.85000000000002,2011-05-06 17:04:00,126,,,1
13725,7,1865.7,2011-06-23 16:02:00,78,2011-10-21 10:03:00,119.0,1
13726,1,292.68,2011-08-31 11:06:00,9,2011-11-01 10:49:00,61.0,0
13728,5,797.02,2011-08-24 12:54:00,16,2011-11-03 10:49:00,70.0,0
13730,2,752.6,2011-07-27 08:35:00,44,,,1
13731,2,610.59,2011-05-04 14:33:00,128,,,1
13735,2,1409.69,2011-06-17 11:07:00,84,2011-10-27 14:22:00,132.0,1
13736,1,357.53,2011-03-24 13:04:00,169,2011-12-04 15:19:00,255.0,1
13737,1,339.59999999999997,2011-05-23 16:32:00,109,,,1
13740,1,350.75,2011-04-13 10:32:00,149,,,1
13741,2,363.13,2011-06-09 07:53:00,92,2011-09-29 09:19:00,112.0,1
13742,10,2632.57,2011-06-30 13:25:00,71,2011-09-11 11:24:00,72.0,0
13743,5,912.1199999999999,2011-08-24 10:20:00,16,2011-09-12 12:19:00,19.0,0
13744,2,1080.52,2011-09-05 15:19:00,4,,,1
13745,1,300.04,2011-06-30 16:43:00,71,,,1
13747,1,79.6,2010-12-01 10:37:00,282,,,1
13748,4,948.25,2011-09-05 09:45:00,4,,,1
13750,4,1316.63,2011-07-22 14:39:00,49,2011-10-17 12:16:00,86.0,0
13751,1,296.25,2011-02-24 15:56:00,197,,,1
13752,6,1175.38,2011-08-07 14:16:00,33,,,1
13753,1,741.26,2011-02-25 12:48:00,196,,,1
13754,2,282.59999999999997,2011-07-11 11:51:00,60,,,1
13756,8,2972.3300000000004,2011-09-07 13:19:00,2,2011-10-10 10:29:00,32.0,0
13758,5,2351.52,2011-05-22 15:12:00,110,2011-11-01 09:56:00,162.0,1
13760,1,135.09,2011-03-28 12:52:00,165,2011-10-16 16:13:00,202.0,1
13761,1,491.71000000000004,2011-06-13 08:43:00,88,2011-10-20 14:01:00,129.0,1
13762,1,306.72,2011-05-05 09:15:00,127,,,1
13764,2,943.29,2011-07-18 17:15:00,53,2011-09-30 12:03:00,73.0,0
13767,27,9676.37,2011-08-23 10:24:00,17,2011-09-13 11:34:00,21.0,0
13769,8,2176.62,2011-09-08 13:55:00,1,2011-11-02 13:37:00,54.0,0
13771,2,1464.8500000000001,2011-05-24 12:57:00,108,2011-10-06 14:17:00,135.0,1
13772,2,682.97,2011-09-04 11:22:00,5,2011-11-06 11:43:00,63.0,0
13777,23,12360.24,2011-08-02 12:59:00,38,2011-09-19 13:45:00,48.0,0
13778,1,178.7,2011-08-28 15:25:00,12,,,1
13780,1,116.28000000000002,2011-06-22 11:43:00,79,2011-12-02 13:49:00,163.0,1
13781,1,127.84,2011-04-03 12:08:00,159,,,1
13782,3,484.79,2011-08-07 12:21:00,33,2011-10-02 12:11:00,55.0,0
13784,9,2124.15,2011-09-06 12:27:00,3,2011-10-13 11:37:00,36.0,0
13786,1,230.39999999999998,2010-12-07 13:53:00,276,,,1
13787,1,106.4,2010-12-10 14:45:00,273,2011-09-25 12:06:00,288.0,1
13791,2,1516.0,2011-08-04 11:44:00,36,,,1
13792,1,74.60000000000001,2011-02-25 14:03:00,196,2011-10-04 14:31:00,221.0,1
13798,42,29161.14,2011-09-07 15:34:00,2,2011-09-12 12:24:00,4.0,0
13799,2,688.86,2011-08-15 12:07:00,25,,,1
13800,1,558.32,2011-02-03 12:27:00,218,,,1
13802,3,4599.42,2011-07-24 10:54:00,47,,,1
13803,1,277.07,2011-03-29 12:57:00,164,,,1
13804,4,1526.01,2011-09-04 10:59:00,5,2011-09-22 12:29:00,18.0,0
13805,1,500.24,2011-08-02 15:29:00,38,2011-10-18 14:50:00,76.0,0
13807,1,112.6,2010-12-07 15:48:00,276,,,1
13808,2,723.1,2011-09-07 12:10:00,2,2011-10-05 11:57:00,27.0,0
13809,1,155.05,2011-02-07 13:15:00,214,,,1
13811,3,814.5,2011-06-09 09:54:00,92,,,1
13812,1,278.74,2011-08-26 12:54:00,14,2011-10-06 14:37:00,41.0,0
13813,1,385.14,2011-07-28 10:33:00,43,2011-09-11 13:38:00,45.0,0
13814,2,1579.12,2011-09-08 13:48:00,1,,,1
13815,2,2977.75,2011-06-20 13:08:00,81,2011-11-16 13:54:00,149.0,1
13817,1,128.7,2010-12-23 11:46:00,260,2011-11-10 17:49:00,322.0,1
13819,3,1140.35,2011-02-11 10:38:00,210,,,1
13821,2,385.64,2011-07-18 09:49:00,53,,,1
13823,1,650.42,2011-09-09 10:42:00,0,2011-11-21 10:22:00,72.0,0
13824,4,1429.84,2011-07-27 09:22:00,44,2011-11-07 12:41:00,103.0,1
13826,1,189.5,2011-06-16 13:48:00,85,,,1
13827,2,300.76,2011-07-29 11:45:00,42,2011-10-13 12:38:00,76.0,0
13831,4,1450.85,2011-07-24 12:26:00,47,2011-09-13 09:07:00,50.0,0
13833,1,383.85,2011-07-03 13:27:00,68,,,1
13835,2,537.34,2011-07-07 15:16:00,64,2011-10-18 12:44:00,102.0,1
13837,2,266.59000000000003,2011-05-12 12:10:00,120,,,1
13838,3,467.54,2011-08-14 10:52:00,26,2011-12-04 11:00:00,112.0,1
13841,1,85.0,2011-04-01 12:10:00,161,,,1
13842,7,2165.27,2011-07-07 12:41:00,64,2011-09-28 14:56:00,83.0,0
13846,2,663.9300000000001,2011-04-11 15:03:00,151,2011-11-15 12:07:00,217.0,1
13848,3,1255.0,2011-09-08 12:58:00,1,,,1
13849,1,593.5799999999999,2011-06-22 10:11:00,79,2011-10-19 10:59:00,119.0,1
13850,1,1595.48,2011-08-02 14:04:00,38,,,1
13851,3,2651.46,2011-09-05 12:36:00,4,,,1
13854,20,6469.16,2011-09-08 14:35:00,1,2011-09-12 15:04:00,4.0,0
13856,3,388.5,2011-06-24 10:03:00,77,,,1
13859,1,201.16,2011-01-17 16:14:00,235,,,1
13862,6,1781.3,2011-08-23 14:53:00,17,2011-09-28 09:15:00,35.0,0
13863,1,305.78,2011-04-06 10:20:00,156,,,1
13865,3,383.34000000000003,2011-07-26 11:24:00,45,2011-10-12 13:31:00,78.0,0
13867,1,138.85,2011-05-05 17:28:00,127,2011-09-26 12:23:00,143.0,1
13869,4,3083.65,2011-08-08 13:53:00,32,,,1
13870,5,2179.4700000000003,2011-08-30 11:32:00,10,2011-10-30 16:10:00,61.0,0
13871,9,4612.64,2011-09-08 12:51:00,1,2011-10-17 12:12:00,38.0,0
13873,3,389.6,2011-08-12 10:08:00,28,,,1
13874,1,540.45,2010-12-16 18:20:00,267,,,1
13875,4,1424.8,2011-07-29 09:11:00,42,2011-10-17 09:36:00,80.0,0
13880,8,1680.76,2011-07-17 14:07:00,54,2011-09-13 09:47:00,57.0,0
13881,11,9398.68,2011-09-05 11:43:00,4,2011-09-29 12:24:00,24.0,0
13883,4,1742.78,2011-05-05 12:39:00,127,2011-11-29 10:45:00,207.0,1
13884,3,196.25,2011-03-07 12:53:00,186,2011-09-11 13:58:00,188.0,1
13885,2,506.8,2011-06-03 15:07:00,98,,,1
13887,1,349.55,2011-05-19 17:22:00,113,,,1
13888,2,595.67,2011-08-12 10:13:00,28,,,1
13889,1,416.90000000000003,2011-09-08 09:13:00,1,,,1
13890,2,501.11,2011-08-24 13:12:00,16,2011-10-20 08:41:00,56.0,0
13892,1,54.519999999999996,2011-04-07 12:04:00,155,2011-10-06 16:25:00,182.0,1
13893,1,821.1,2011-02-15 11:30:00,206,,,1
13894,1,160.85,2011-02-02 12:54:00,219,2011-11-16 09:43:00,286.0,1
13895,2,937.3000000000001,2011-07-19 14:03:00,52,2011-10-04 11:33:00,76.0,0
13898,1,155.93,2011-01-18 10:28:00,234,,,1
13899,1,298.5,2011-03-10 09:30:00,183,2011-11-23 13:40:00,258.0,1
13900,3,740.95,2011-06-09 19:26:00,92,,,1
13901,4,2652.28,2011-08-24 12:36:00,16,2011-09-28 14:48:00,35.0,0
13904,1,201.12,2011-02-18 11:18:00,203,2011-11-02 13:41:00,257.0,1
13908,3,1461.61,2011-08-05 11:46:00,35,2011-09-21 11:49:00,47.0,0
13911,8,2437.63,2011-07-18 13:30:00,53,2011-10-13 15:43:00,87.0,0
13917,1,65.38,2011-06-01 12:46:00,100,2011-10-21 09:56:00,141.0,1
13918,1,198.2,2011-03-31 18:05:00,162,2011-10-21 12:25:00,203.0,1
13919,1,213.15,2011-08-10 10:15:00,30,2011-10-11 14:24:00,62.0,0
13922,1,172.25,2010-12-23 10:38:00,260,,,1
13925,3,678.25,2011-09-08 12:47:00,1,,,1
13928,2,225.45000000000002,2011-08-25 12:13:00,15,2011-11-08 14:49:00,75.0,0
13929,2,842.65,2011-06-23 15:26:00,78,,,1
13930,1,210.0,2011-07-26 11:00:00,45,2011-10-13 09:45:00,78.0,0
13931,2,1237.53,2011-09-05 10:12:00,4,,,1
13932,1,307.4,2011-02-18 12:02:00,203,,,1
13933,2,608.7900000000001,2011-08-22 14:03:00,18,,,1
13934,1,922.1,2011-03-21 08:39:00,172,,,1
13936,1,376.58,2011-06-13 08:47:00,88,,,1
13937,1,158.85,2011-06-23 16:35:00,78,,,1
13939,2,390.21,2011-08-23 11:53:00,17,2011-11-16 13:33:00,85.0,0
13940,2,391.06,2011-08-15 12:47:00,25,2011-10-06 16:15:00,52.0,0
13941,3,2831.26,2011-06-21 09:44:00,80,2011-09-11 12:00:00,82.0,0
13946,2,485.96999999999997,2011-05-22 12:03:00,110,2011-09-21 13:33:00,122.0,1
13948,1,102.0,2010-12-14 10:18:00,269,,,1
13949,1,537.9,2011-09-06 11:55:00,3,2011-09-23 10:14:00,16.0,0
13950,1,179.30999999999997,2011-04-07 11:29:00,155,2011-09-27 14:52:00,173.0,1
13951,3,674.45,2011-06-16 16:43:00,85,,,1
13952,2,3251.071,2011-05-06 09:00:00,126,,,1
13953,5,2604.36,2011-08-16 10:03:00,24,2011-10-18 10:55:00,63.0,0
13955,2,322.96,2011-07-08 17:19:00,63,,,1
13956,3,676.07,2011-07-24 16:12:00,47,2011-10-16 15:56:00,83.0,0
13959,2,337.44,2011-03-03 18:16:00,190,2011-09-21 15:06:00,201.0,1
13962,1,117.6,2011-04-08 11:21:00,154,2011-11-18 08:47:00,223.0,1
13963,4,664.54,2011-02-04 14:43:00,217,,,1
13967,1,80.7,2011-07-17 12:02:00,54,,,1
13969,11,3883.23,2011-08-24 15:47:00,16,2011-10-11 15:36:00,47.0,0
13971,6,1985.9,2011-08-25 14:23:00,15,2011-10-11 10:41:00,46.0,0
13972,1,145.9,2011-05-22 11:34:00,110,2011-09-30 11:54:00,131.0,1
13973,1,264.7,2011-02-25 15:21:00,196,,,1
13975,4,1466.67,2011-08-03 13:39:00,37,2011-11-08 13:10:00,96.0,1
13976,1,357.98,2011-05-17 09:13:00,115,,,1
13982,3,1230.1399999999999,2011-06-29 15:11:00,72,2011-10-31 16:24:00,124.0,1
13983,8,1681.06,2011-06-05 16:05:00,96,2011-09-12 11:41:00,98.0,1
13984,4,819.33,2011-08-05 14:30:00,35,2011-11-13 12:38:00,99.0,1
13985,7,2773.04,2011-08-24 13:11:00,16,2011-09-29 08:53:00,35.0,0
13988,3,1923.5,2011-06-30 11:54:00,71,2011-09-28 10:54:00,89.0,0
13989,1,896.6700000000001,2011-04-14 15:39:00,148,2011-10-05 09:47:00,173.0,1
13990,1,311.3,2011-05-10 15:19:00,122,,,1
13991,1,126.35,2011-07-19 12:58:00,52,2011-09-25 13:47:00,68.0,0
13993,6,2247.41,2011-08-31 12:31:00,9,2011-09-11 12:16:00,10.0,0
13994,2,419.56,2011-08-26 11:35:00,14,2011-09-23 10:17:00,27.0,0
13995,3,871.9,2011-08-16 09:00:00,24,2011-10-14 12:55:00,59.0,0
13999,9,2868.9700000000003,2011-09-05 11:19:00,4,2011-10-06 09:48:00,30.0,0
14000,1,635.66,2011-05-12 16:50:00,120,,,1
14001,2,1309.14,2011-04-21 09:26:00,141,2011-10-25 10:31:00,187.0,1
14002,2,529.73,2011-07-28 15:55:00,43,,,1
14004,5,3203.26,2011-09-02 13:50:00,7,2011-09-22 12:42:00,19.0,0
14005,3,696.56,2011-07-29 10:00:00,42,2011-09-25 11:29:00,58.0,0
14006,3,962.19,2011-08-16 09:39:00,24,,,1
14009,2,695.61,2011-05-25 15:47:00,107,,,1
14012,1,328.8,2011-03-07 12:26:00,186,,,1
14013,3,473.02,2011-08-21 15:01:00,19,,,1
14016,4,4341.21,2011-07-01 11:29:00,70,,,1
14019,2,800.53,2011-09-02 12:51:00,7,2011-10-24 10:13:00,51.0,0
14021,3,631.9,2011-07-07 15:46:00,64,,,1
14022,1,440.0,2011-04-28 14:39:00,134,,,1
14023,1,273.14,2011-04-03 15:50:00,159,2011-12-02 13:58:00,242.0,1
14024,2,327.7,2011-08-10 11:30:00,30,,,1
14029,1,165.20000000000002,2011-07-18 16:57:00,53,2011-10-07 14:46:00,80.0,0
14030,6,1657.5,2011-08-10 16:19:00,30,2011-09-11 15:52:00,31.0,0
14031,13,9627.03,2011-08-05 14:49:00,35,2011-09-26 17:20:00,52.0,0
14032,6,1845.37,2011-06-24 11:08:00,77,2011-09-13 14:51:00,81.0,0
14034,2,473.90999999999997,2011-07-05 13:15:00,66,2011-11-17 14:02:00,135.0,1
14035,3,837.26,2011-08-24 13:15:00,16,2011-10-23 15:45:00,60.0,0
14036,1,626.65,2011-02-28 09:26:00,193,,,1
14037,2,147.20000000000002,2011-06-16 13:57:00,85,,,1
14038,2,1086.42,2011-07-18 15:15:00,53,2011-09-22 13:37:00,65.0,0
14040,10,2734.46,2011-09-06 14:29:00,3,2011-10-09 13:58:00,32.0,0
14041,1,141.41,2011-03-18 13:25:00,175,,,1
14044,3,535.71,2011-08-28 14:39:00,12,2011-11-13 12:05:00,76.0,0
14045,4,1659.75,2011-08-22 15:27:00,18,,,1
14046,1,154.99,2011-02-28 14:48:00,193,,,1
14047,3,635.92,2011-05-24 11:35:00,108,2011-09-27 14:08:00,126.0,1
14048,1,409.93,2011-02-07 14:53:00,214,,,1
14049,3,3244.74,2011-07-04 11:47:00,67,2011-11-23 12:20:00,142.0,1
14050,1,485.98,2011-08-25 13:46:00,15,2011-11-08 10:00:00,74.0,0
14051,16,9271.84,2011-09-09 10:16:00,0,2011-10-02 14:37:00,23.0,0
14053,2,260.25,2011-08-07 14:27:00,33,,,1
14055,1,725.6400000000001,2011-08-25 15:04:00,15,,,1
14056,17,5333.97,2011-08-24 16:02:00,16,2011-09-16 16:25:00,23.0,0
14057,13,4805.68,2011-08-31 09:55:00,9,2011-09-11 14:58:00,11.0,0
14059,1,183.6,2011-03-18 10:06:00,175,,,1
14060,14,4102.78,2011-08-23 16:49:00,17,2011-09-13 10:25:00,20.0,0
14062,10,8800.67,2011-09-09 10:31:00,0,2011-09-29 09:44:00,19.0,0
14064,4,1097.03,2011-08-18 18:11:00,22,2011-11-10 13:14:00,83.0,0
14066,1,152.55,2011-03-18 12:21:00,175,,,1
14067,1,224.67,2011-09-04 12:00:00,5,2011-10-07 10:21:00,32.0,0
14068,1,265.85,2011-01-23 16:02:00,229,,,1
14071,2,356.81,2011-03-24 13:28:00,169,2011-10-23 14:33:00,213.0,1
14075,1,307.92,2011-03-23 16:35:00,170,2011-11-20 12:32:00,241.0,1
14076,1,118.67,2011-08-02 15:19:00,38,,,1
14077,3,310.4,2011-06-10 14:31:00,91,2011-09-22 13:44:00,103.0,1
14078,6,1049.37,2011-08-30 12:16:00,10,,,1
14079,1,375.1,2011-08-07 12:10:00,33,,,1
14081,2,921.62,2011-02-10 16:17:00,211,,,1
14082,1,182.25,2010-12-10 11:02:00,273,,,1
14083,7,533.39,2011-08-05 14:31:00,35,2011-12-02 10:35:00,118.0,1
14085,12,3220.94,2011-07-21 13:48:00,50,2011-10-25 16:14:00,96.0,1
14088,7,25507.89,2011-08-03 11:21:00,37,2011-10-16 13:23:00,74.0,0
14090,1,76.32000000000001,2011-01-19 10:51:00,233,,,1
14092,10,2745.42,2011-09-01 10:36:00,8,2011-10-03 10:15:00,31.0,0
14096,3,244.68,2011-09-09 15:17:00,0,2011-09-13 12:32:00,3.0,0
14099,8,2309.92,2011-08-11 15:34:00,29,2011-10-05 13:04:00,54.0,0
14100,1,191.95000000000002,2011-07-25 11:01:00,46,,,1
14101,5,4944.389999999999,2011-07-20 12:08:00,51,2011-09-27 12:28:00,69.0,0
14104,2,216.20999999999998,2011-07-08 12:50:00,63,,,1
14105,1,1266.23,2011-04-14 17:58:00,148,,,1
14107,6,2461.94,2011-09-04 15:20:00,5,2011-10-19 12:12:00,44.0,0
14108,1,291.33,2011-08-30 11:32:00,10,2011-11-09 10:41:00,70.0,0
14110,5,3259.62,2011-08-12 14:47:00,28,2011-09-12 09:26:00,30.0,0
14111,3,295.5,2011-09-05 12:21:00,4,2011-11-25 13:44:00,81.0,0
14112,4,1900.82,2011-08-01 12:16:00,39,2011-10-30 15:57:00,90.0,0
14113,1,433.5,2010-12-20 12:14:00,263,2011-09-22 16:46:00,276.0,1
14114,2,386.53,2011-03-11 09:42:00,182,,,1
14116,2,628.87,2011-09-08 09:51:00,1,2011-10-06 13:45:00,28.0,0
14117,1,90.0,2011-07-19 09:49:00,52,,,1
14127,3,709.71,2011-08-09 10:49:00,31,,,1
14128,1,305.54,2011-03-29 10:49:00,164,2011-10-10 12:00:00,195.0,1
14129,2,726.23,2011-09-05 09:49:00,4,2011-11-22 12:09:00,78.0,0
14130,1,480.91,2011-01-24 16:05:00,228,,,1
14132,5,1552.46,2011-08-18 11:59:00,22,2011-09-13 14:30:00,26.0,0
14133,3,605.64,2011-08-02 11:34:00,38,,,1
14135,10,3190.32,2011-08-26 14:44:00,14,2011-09-25 11:36:00,29.0,0
14141,1,285.16,2011-08-26 14:40:00,14,2011-09-27 11:38:00,31.0,0
14142,1,311.81,2010-12-01 16:33:00,282,,,1
14143,1,115.8,2011-07-29 09:48:00,42,,,1
14145,3,2851.2,2011-07-06 11:52:00,65,2011-10-24 12:10:00,110.0,1
14146,2,1903.73,2011-03-30 11:04:00,163,2011-09-19 15:00:00,173.0,1
14147,1,182.8,2011-02-27 11:42:00,194,2011-09-22 18:10:00,207.0,1
14148,1,157.2,2011-04-20 12:02:00,142,,,1
14149,1,446.62,2011-05-03 09:44:00,129,,,1
14150,1,306.18,2010-12-15 10:04:00,268,2011-11-04 10:05:00,324.0,1
14152,1,314.51,2011-04-19 15:46:00,143,2011-09-25 12:54:00,158.0,1
14154,2,1345.62,2011-04-14 16:26:00,148,,,1
14155,1,118.75,2011-03-18 14:13:00,175,,,1
14156,41,98688.79,2011-09-07 16:00:00,2,2011-09-30 07:36:00,22.0,0
14157,1,269.18,2011-02-27 13:04:00,194,2011-11-20 11:32:00,265.0,1
14159,7,2732.73,2011-09-05 12:00:00,4,2011-09-19 11:02:00,13.0,0
14161,3,1097.6200000000001,2011-05-08 11:41:00,124,,,1
14162,2,289.36,2011-06-19 11:36:00,82,,,1
14163,3,1659.39,2011-07-10 14:49:00,61,2011-09-13 15:18:00,65.0,0
14165,1,120.44,2011-03-09 12:39:00,184,,,1
14167,3,389.85,2011-06-27 16:46:00,74,2011-10-31 14:29:00,125.0,1
14171,1,363.79,2011-09-02 16:43:00,7,,,1
14173,1,114.04,2011-05-04 14:03:00,128,2011-10-25 13:17:00,173.0,1
14175,2,1205.99,2011-06-21 14:29:00,80,2011-10-11 11:55:00,111.0,1
14176,4,576.9000000000001,2011-02-15 13:12:00,206,,,1
14177,3,299.46,2011-09-05 12:24:00,4,2011-09-14 15:11:00,9.0,0
14178,3,477.29,2011-09-02 14:42:00,7,2011-10-04 12:39:00,31.0,0
14180,22,4258.92,2011-09-09 13:47:00,0,2011-10-13 11:53:00,33.0,0
14185,1,197.65,2011-01-12 13:52:00,240,,,1
14188,4,1383.46,2011-08-22 13:42:00,18,2011-09-29 12:15:00,37.0,0
14189,11,3267.92,2011-09-04 13:45:00,5,2011-10-27 10:26:00,52.0,0
14191,7,2258.26,2011-08-23 14:25:00,17,2011-09-20 09:24:00,27.0,0
14193,1,422.53999999999996,2011-03-15 11:38:00,178,2011-10-03 09:34:00,201.0,1
14194,12,5666.45,2011-08-25 14:42:00,15,2011-09-13 15:23:00,19.0,0
14195,2,1012.0,2011-05-22 10:29:00,110,,,1
14196,1,335.52,2011-08-25 10:25:00,15,,,1
14198,2,356.95,2011-07-17 15:47:00,54,2011-09-14 11:25:00,58.0,0
14199,1,185.39999999999998,2011-05-05 13:44:00,127,,,1
14201,5,521.24,2011-07-13 15:18:00,58,2011-09-20 10:47:00,68.0,0
14205,1,222.9,2011-03-20 15:07:00,173,2011-11-23 10:55:00,247.0,1
14206,1,328.15999999999997,2011-04-14 16:38:00,148,,,1
14208,1,151.74,2011-09-06 12:48:00,3,,,1
14209,5,1876.33,2011-08-10 16:01:00,30,2011-11-29 10:18:00,110.0,1
14210,6,1905.8400000000001,2011-08-26 12:36:00,14,,,1
14211,6,1129.93,2011-09-04 10:51:00,5,2011-09-20 15:49:00,16.0,0
14214,3,899.16,2011-07-06 15:02:00,65,2011-10-20 11:54:00,105.0,1
14215,4,1098.27,2011-06-06 10:04:00,95,2011-09-23 10:44:00,109.0,1
14217,10,1211.5,2011-09-01 12:16:00,8,2011-09-26 12:12:00,24.0,0
14220,2,632.4,2011-04-06 13:23:00,156,,,1
14221,7,2617.0099999999998,2011-08-18 17:43:00,22,2011-09-20 12:21:00,32.0,0
14222,1,683.17,2011-06-15 16:42:00,86,,,1
14223,3,991.13,2011-09-08 13:38:00,1,,,1
14224,4,1009.73,2011-08-21 13:24:00,19,,,1
14226,2,1692.0,2011-05-13 14:16:00,119,2011-09-30 11:45:00,139.0,1
14227,6,2399.52,2011-05-27 14:50:00,105,2011-09-15 11:33:00,110.0,1
14229,2,762.13,2011-02-21 09:45:00,200,2011-10-19 10:03:00,240.0,1
14231,3,925.71,2011-06-09 11:05:00,92,,,1
14232,4,1573.33,2011-08-16 12:52:00,24,2011-10-28 11:09:00,72.0,0
14233,3,959.1,2011-05-12 10:45:00,120,2011-10-21 15:54:00,162.0,1
14235,4,2802.86,2011-07-05 10:58:00,66,2011-09-25 14:37:00,82.0,0
14236,1,189.3,2010-12-02 18:49:00,281,2011-09-20 09:13:00,291.0,1
14237,1,161.0,2010-12-01 13:20:00,282,,,1
14238,1,146.85,2011-01-17 14:40:00,235,,,1
14239,9,1880.89,2011-09-06 12:38:00,3,2011-09-29 14:52:00,23.0,0
14240,1,226.85,2011-04-28 11:40:00,134,2011-11-09 13:45:00,195.0,1
14241,1,213.70000000000002,2011-06-09 11:46:00,92,,,1
14242,2,280.55,2011-04-19 11:46:00,143,,,1
14243,8,2305.95,2011-09-05 13:10:00,4,2011-11-01 13:20:00,57.0,0
14245,2,1693.45,2011-05-04 08:40:00,128,,,1
14246,3,1474.06,2011-08-21 11:50:00,19,,,1
14247,1,136.76999999999998,2011-03-06 15:21:00,187,,,1
14248,1,302.58,2011-01-25 14:45:00,227,,,1
14256,2,969.0600000000001,2011-03-24 13:17:00,169,,,1
14257,4,2725.84,2011-08-08 15:35:00,32,2011-10-06 16:54:00,59.0,0
14258,7,9386.32,2011-07-11 10:12:00,60,2011-09-11 10:42:00,62.0,0
14259,1,120.0,2011-07-21 10:44:00,50,,,1
14262,3,855.0,2011-08-24 15:04:00,16,2011-09-16 14:55:00,22.0,0
14264,2,333.97,2011-07-08 10:20:00,63,,,1
14265,2,530.18,2011-08-22 13:32:00,18,,,1
14267,3,1516.24,2011-06-30 10:09:00,71,,,1
14270,1,492.65000000000003,2011-01-12 09:33:00,240,,,1
14271,1,112.32,2011-04-28 12:47:00,134,,,1
14272,1,132.09,2011-03-30 13:57:00,163,2011-09-27 10:08:00,180.0,1
14273,3,450.05,2011-07-26 14:56:00,45,2011-10-19 13:20:00,84.0,0
14276,3,1119.74,2011-09-02 09:45:00,7,,,1
14277,1,1629.03,2011-05-11 13:20:00,121,2011-11-18 09:53:00,190.0,1
14280,1,134.04,2011-05-27 10:37:00,105,,,1
14282,9,2467.54,2011-08-22 11:03:00,18,2011-09-19 14:55:00,28.0,0
14285,1,5.9,2011-06-16 12:36:00,85,2011-09-25 11:38:00,100.0,1
14286,1,2050.08,2011-04-11 08:16:00,151,2011-10-25 08:26:00,197.0,1
14287,2,83.28,2011-05-25 11:44:00,107,2011-12-01 13:25:00,190.0,1
14288,1,426.6,2011-05-10 13:22:00,122,,,1
14289,5,832.78,2011-07-28 10:24:00,43,2011-12-01 11:44:00,126.0,1
14290,1,777.5600000000001,2010-12-13 10:24:00,270,2011-09-19 14:38:00,280.0,1
14291,6,2355.54,2011-08-11 10:55:00,29,2011-10-04 11:44:00,54.0,0
14292,4,2590.21,2011-07-17 12:18:00,54,2011-09-12 12:51:00,57.0,0
14293,3,739.41,2011-07-15 15:28:00,56,2011-12-06 15:17:00,143.0,1
14297,1,232.6,2011-03-10 08:31:00,183,2011-10-10 10:45:00,214.0,1
14298,37,41182.51,2011-09-01 14:26:00,8,2011-09-20 14:51:00,19.0,0
14299,5,2437.14,2011-08-24 11:54:00,16,2011-09-22 12:06:00,29.0,0
14301,1,640.14,2011-08-14 15:33:00,26,,,1
14304,1,383.45,2011-05-01 11:50:00,131,,,1
14305,2,1048.45,2011-08-18 06:20:00,22,2011-09-29 15:29:00,42.0,0
14307,4,2307.89,2011-07-28 09:45:00,43,2011-09-12 09:37:00,45.0,0
14309,7,1633.7,2011-09-07 12:50:00,2,2011-11-11 09:46:00,64.0,0
14311,1,310.26,2011-04-11 10:14:00,151,,,1
14312,5,1047.19,2011-09-09 13:14:00,0,2011-10-24 09:46:00,44.0,0
14314,1,120.0,2011-08-25 10:39:00,15,,,1
14315,5,1550.15,2011-08-02 13:31:00,38,2011-10-26 12:06:00,84.0,0
14320,2,477.79,2011-05-17 09:24:00,115,,,1
14321,3,900.65,2011-08-15 09:57:00,25,2011-09-27 09:24:00,42.0,0
14323,2,605.0600000000001,2011-08-17 11:37:00,23,,,1
14326,1,183.85,2011-04-11 15:04:00,151,,,1
14327,1,311.65,2011-06-29 13:58:00,72,,,1
14329,4,3485.03,2011-08-23 12:18:00,17,2011-10-21 14:23:00,59.0,0
14331,2,462.65999999999997,2011-08-07 13:17:00,33,,,1
14332,1,119.04,2011-07-15 10:33:00,56,2011-10-04 13:55:00,81.0,0
14334,7,2328.71,2011-09-07 10:55:00,2,2011-11-23 10:01:00,76.0,0
14335,1,347.5,2011-09-04 13:07:00,5,2011-11-23 13:41:00,80.0,0
